WKT,OBJECTID,COD_ESTACI,COD_METRIC,MínDeVALO,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (622649.999982261 4232078.99996261)","432",QUI3,IBMWP,>Valor frontera M/B,"622650","4232079","30",CHS
"POINT (670337.000035546 4216413.99996281)","433",SAL2,IBMWP,<Valor frontera M/B,"670337","4216414","30",CHS
"POINT (643519.000024016 4210472.00003763)","434",SE0912C906,IBMWP,<Valor frontera M/B,"643519","4210472","30",CHS
"POINT (656549.000008834 4207528.00004787)","435",SEG10,IBMWP,<Valor frontera M/B,"656549","4207528","30",CHS
"POINT (668996.999973728 4206499.9999809)","436",SEG13,IBMWP,<Valor frontera M/B,"668997","4206500","30",CHS
"POINT (640617.999964304 4229370.99997335)","437",SEG7_1,IBMWP,>Valor frontera M/B,"640618","4229371","30",CHS
"POINT (647723.000046499 4221647.00001032)","438",SEG9,IBMWP,>Valor frontera M/B,"647723","4221647","30",CHS
"POINT (586486.000015124 4251843.00003702)","439",SEG5,IBMWP,>Valor frontera M/B,"586486","4251843","30",CHS
"POINT (612666.0000347 4235697.00003468)","440",SEG6,IBMWP,>Valor frontera M/B,"612666","4235697","30",CHS
"POINT (618563.999960499 4235325.9999715)","441",SEG8,IBMWP,>Valor frontera M/B,"618564","4235326","30",CHS
"POINT (698434.000035534 4217753.99998865)","442",SEG12,IBMWP,<Valor frontera M/B,"698434","4217754","30",CHS
"POINT (588704.999972815 4229274.99996117)","443",ALH1,IBMWP,>Valor frontera M/B,"588705","4229275","30",CHS
"POINT (615322.000044001 4233642.99996252)","444",ARG3,IBMWP,<Valor frontera M/B,"615322","4233643","30",CHS
"POINT (609515.00003609 4222969.99998381)","445",ARG4,IBMWP,>Valor frontera M/B,"609515","4222970","30",CHS
"POINT (610273.999970074 4233945.99996901)","446",BEN2,IBMWP,>Valor frontera M/B,"610274","4233946","30",CHS
"POINT (600979.000027814 4229744.99996885)","447",BEN4,IBMWP,>Valor frontera M/B,"600979","4229745","30",CHS
"POINT (597993.000002766 4246328.00002091)","448",BENI2,IBMWP,>Valor frontera M/B,"597993","4246328","30",CHS
"POINT (582018.000012124 4183644.99997598)","449",CARA1,IBMWP,>Valor frontera M/B,"582018","4183645","30",CHS
"POINT (596232.999966231 4174734.99996745)","450",COR1,IBMWP,<Valor frontera M/B,"596233","4174735","30",CHS
"POINT (562318.99997757 4253285.00000487)","451",ESCU2,IBMWP,>Valor frontera M/B,"562319","4253285","30",CHS
"POINT (621418.000025594 4170707.99997171)","452",GUA2,IBMWP,<Valor frontera M/B,"621418","4170708","30",CHS
"POINT (577505.000001219 4250194.99998819)","453",LET1,IBMWP,>Valor frontera M/B,"577505","4250195","30",CHS
"POINT (595565.999974774 4182545.99995876)","454",LUC1,IBMWP,<Valor frontera M/B,"595566","4182546","30",CHS
"POINT (609343.999957409 4233445.0000172)","455",MORA1,IBMWP,>Valor frontera M/B,"609344","4233445","30",CHS
"POINT (565312.000030488 4252120.00003055)","456",MOROT1,IBMWP,>Valor frontera M/B,"565312","4252120","30",CHS
"POINT (624067.00001565 4211939.99998378)","457",MUL1_1,IBMWP,>Valor frontera M/B,"624067","4211940","30",CHS
"POINT (634303.000044984 4212319.99996443)","458",MUL2,IBMWP,<Valor frontera M/B,"634303","4212320","30",CHS
"POINT (618499.999997436 4250877.9999844)","459",MUN4_1,IBMWP,<Valor frontera M/B,"618500","4250878","30",CHS
"POINT (616765.999953732 4241894.00003667)","460",MUN5,IBMWP,<Valor frontera M/B,"616766","4241894","30",CHS
"POINT (593198.99996129 4263958.00004669)","461",MUN6,IBMWP,>Valor frontera M/B,"593199","4263958","30",CHS
"POINT (631666.000038535 4208828.00001105)","462",PLI1,IBMWP,<Valor frontera M/B,"631666","4208828","30",CHS
"POINT (597450.999969868 4210094.00002714)","463",QUI2,IBMWP,>Valor frontera M/B,"597451","4210094","30",CHS
"POINT (559389.999983408 4242041.99995386)","464",SEG3_1,IBMWP,>Valor frontera M/B,"559390","4242042","30",CHS
"POINT (571882.000043661 4250602.99999048)","465",SEG4,IBMWP,>Valor frontera M/B,"571882","4250603","30",CHS
"POINT (616552.000005597 4268505.99999743)","466",SIE1,IBMWP,<Valor frontera M/B,"616552","4268506","30",CHS
"POINT (569463.000005375 4243569.00001479)","467",TAI3_1,IBMWP,>Valor frontera M/B,"569463","4243569","30",CHS
"POINT (620219.000017004 4253453.00003819)","468",TOB1,IBMWP,<Valor frontera M/B,"620219","4253453","30",CHS
"POINT (598054.000034367 4181304.00001088)","469",TUR1,IBMWP,<Valor frontera M/B,"598054","4181304","30",CHS
"POINT (558932.000038361 4251421.00004816)","470",TUS4,IBMWP,>Valor frontera M/B,"558932","4251421","30",CHS
"POINT (740001.00000696 4423603.99997961)","471",JU004,IBMWP,>Valor frontera M/B,"740001","4423604","30",CHJ
"POINT (553021.00003838 4408478.00000553)","472",JU006,IBMWP,>Valor frontera M/B,"553021","4408478","30",CHJ
"POINT (656817.999991795 4402808.00000638)","473",JU008,IBMWP,>Valor frontera M/B,"656818","4402808","30",CHJ
"POINT (622359.999995998 4401061.99997358)","474",JU010,IBMWP,>Valor frontera M/B,"622360","4401062","30",CHJ
"POINT (555412.000013049 4394749.99997068)","475",JU012,IBMWP,>Valor frontera M/B,"555412","4394750","30",CHJ
"POINT (650532.999978103 4380906.00003562)","476",JU013,IBMWP,<Valor frontera M/B,"650533","4380906","30",CHJ
"POINT (694890.999974347 4332381.00002733)","477",JU017,IBMWP,>Valor frontera M/B,"694891","4332381","30",CHJ
"POINT (721503.999956015 4307534.99997963)","478",JU018,IBMWP,>Valor frontera M/B,"721504","4307535","30",CHJ
"POINT (753527.000010973 4309209.99999334)","479",JU019,IBMWP,>Valor frontera M/B,"753527","4309210","30",CHJ
"POINT (709082.000023318 4303593.00004132)","480",JU020,IBMWP,<Valor frontera M/B,"709082","4303593","30",CHJ
"POINT (564281.999977155 4305374.99995455)","481",JU021,IBMWP,>Valor frontera M/B,"564282","4305375","30",CHJ
"POINT (738483.00004821 4271122.99996559)","482",JU027,IBMWP,<Valor frontera M/B,"738483","4271123","30",CHJ
"POINT (687430.999975462 4271216.99996685)","483",JU028,IBMWP,<Valor frontera M/B,"687431","4271217","30",CHJ
"POINT (698875.999970023 4245310.9999518)","484",JU029,IBMWP,<Valor frontera M/B,"698876","4245311","30",CHJ
"POINT (685258.000010327 4453022.9999921)","485",JU030,IBMWP,>Valor frontera M/B,"685258","4453023","30",CHJ
"POINT (719303.999971814 4453522.9999848)","486",JU032,IBMWP,>Valor frontera M/B,"719304","4453523","30",CHJ
"POINT (642062.999968118 4340603.9999911)","487",JU033,IBMWP,>Valor frontera M/B,"642063","4340604","30",CHJ
"POINT (711187.000035852 4348745.99996891)","488",JU034,IBMWP,<Valor frontera M/B,"711187","4348746","30",CHJ
"POINT (635889.999977935 4339792.00002691)","489",JU037,IBMWP,>Valor frontera M/B,"635890","4339792","30",CHJ
"POINT (719272.000019111 4342470.0000163)","490",JU038,IBMWP,<Valor frontera M/B,"719272","4342470","30",CHJ
"POINT (741689.999973392 4308742.00001459)","491",JU039,IBMWP,<Valor frontera M/B,"741690","4308742","30",CHJ
"POINT (720361.999955937 4259461.99997155)","492",JU040,IBMWP,<Valor frontera M/B,"720362","4259462","30",CHJ
"POINT (715910.999956559 4321420.99995818)","493",JU041,IBMWP,<Valor frontera M/B,"715911","4321421","30",CHJ
"POINT (720261.99999966 4373475.99996311)","494",JU043,IBMWP,<Valor frontera M/B,"720262","4373476","30",CHJ
"POINT (627837.000001358 4336953.00003563)","495",JU044,IBMWP,>Valor frontera M/B,"627837","4336953","30",CHJ
"POINT (754598.99995358 4279444.99997397)","496",JU045,IBMWP,>Valor frontera M/B,"754599","4279445","30",CHJ
"POINT (726728.999980544 4434370.99997426)","497",JU047,IBMWP,>Valor frontera M/B,"726729","4434371","30",CHJ
"POINT (706806.000018465 4356403.00001717)","498",JU049,IBMWP,<Valor frontera M/B,"706806","4356403","30",CHJ
"POINT (723660.000000342 4340802.00002865)","499",JU050,IBMWP,>Valor frontera M/B,"723660","4340802","30",CHJ
"POINT (714844.999960113 4326946.99997031)","500",JU051,IBMWP,<Valor frontera M/B,"714845","4326947","30",CHJ
"POINT (741852.000000125 4440213.00001642)","501",JU052,IBMWP,>Valor frontera M/B,"741852","4440213","30",CHJ
"POINT (635739.999958699 4339041.99997792)","502",JU053,IBMWP,>Valor frontera M/B,"635740","4339042","30",CHJ
"POINT (702019.99995257 4358112.99996942)","503",JU054,IBMWP,<Valor frontera M/B,"702020","4358113","30",CHJ
"POINT (735613.00003459 4305785.0000109)","504",JU055,IBMWP,>Valor frontera M/B,"735613","4305785","30",CHJ
"POINT (648674.999996288 4439442.99999757)","505",JU056,IBMWP,>Valor frontera M/B,"648675","4439443","30",CHJ
"POINT (721690.000023878 4409065.99999696)","506",JU059,IBMWP,<Valor frontera M/B,"721690","4409066","30",CHJ
"POINT (714461.999983568 4376552.9999493)","507",JU061,IBMWP,>Valor frontera M/B,"714462","4376553","30",CHJ
"POINT (623461.999956711 4346473.00003675)","508",JU062,IBMWP,>Valor frontera M/B,"623462","4346473","30",CHJ
"POINT (593699.999971247 4347600.00004178)","509",JU063,IBMWP,<Valor frontera M/B,"593700","4347600","30",CHJ
"POINT (717936.999954833 4322940.9999576)","510",JU065,IBMWP,<Valor frontera M/B,"717937","4322941","30",CHJ
"POINT (724613.00004749 4295530.00003016)","511",JU066,IBMWP,<Valor frontera M/B,"724613","4295530","30",CHJ
"POINT (659446.000003281 4468938.00000839)","512",JU067,IBMWP,>Valor frontera M/B,"659446","4468938","30",CHJ
"POINT (697950.000002912 4444570.99997434)","513",JU069,IBMWP,>Valor frontera M/B,"697950","4444571","30",CHJ
"POINT (709439.999959192 4419140.99996308)","514",JU070,IBMWP,<Valor frontera M/B,"709440","4419141","30",CHJ
"POINT (693920.000013855 4360434.99997258)","515",JU073,IBMWP,<Valor frontera M/B,"693920","4360435","30",CHJ
"POINT (724093.000026676 4362406.00000959)","516",JU074,IBMWP,<Valor frontera M/B,"724093","4362406","30",CHJ
"POINT (667858.999951742 4340238.00000317)","517",JU075,IBMWP,>Valor frontera M/B,"667859","4340238","30",CHJ
"POINT (568679.999975172 4398828.99997435)","518",JU078,IBMWP,>Valor frontera M/B,"568680","4398829","30",CHJ
"POINT (614525.00003838 4333366.99997504)","519",JU079,IBMWP,>Valor frontera M/B,"614525","4333367","30",CHJ
"POINT (693591.000035691 4387131.00001605)","520",JU080,IBMWP,>Valor frontera M/B,"693591","4387131","30",CHJ
"POINT (712589.999964229 4418091.00002615)","521",JU085,IBMWP,>Valor frontera M/B,"712590","4418091","30",CHJ
"POINT (709530.000042024 4380399.00001951)","522",JU087,IBMWP,>Valor frontera M/B,"709530","4380399","30",CHJ
"POINT (590385.999961182 4365755.00001871)","523",JU089,IBMWP,<Valor frontera M/B,"590386","4365755","30",CHJ
"POINT (720510.99997232 4336732.00000804)","524",JU090,IBMWP,>Valor frontera M/B,"720511","4336732","30",CHJ
"POINT (702850.000039989 4309619.00002573)","525",JU091,IBMWP,<Valor frontera M/B,"702850","4309619","30",CHJ
"POINT (572244.000041447 4304056.0000118)","526",JU092,IBMWP,>Valor frontera M/B,"572244","4304056","30",CHJ
"POINT (682995.000051901 4369527.99996836)","527",JU097,IBMWP,<Valor frontera M/B,"682995","4369528","30",CHJ
"POINT (728470.000019822 4433840.99995927)","528",JU101,IBMWP,>Valor frontera M/B,"728470","4433841","30",CHJ
"POINT (633896.000000904 4403009.00001072)","529",JU102,IBMWP,>Valor frontera M/B,"633896","4403009","30",CHJ
"POINT (713833.999972884 4377646.99999092)","530",JU103,IBMWP,>Valor frontera M/B,"713834","4377647","30",CHJ
"POINT (720308.99999968 4334489.9999871)","531",JU106,IBMWP,<Valor frontera M/B,"720309","4334490","30",CHJ
"POINT (576390.000013148 4306492.00002763)","532",JU107,IBMWP,<Valor frontera M/B,"576390","4306492","30",CHJ
"POINT (730439.999992562 4300542.00002304)","533",JU108,IBMWP,>Valor frontera M/B,"730440","4300542","30",CHJ
"POINT (743003.999987439 4313354.00002268)","534",JU109,IBMWP,>Valor frontera M/B,"743004","4313354","30",CHJ
"POINT (698718.000000224 4287125.99997482)","535",JU111,IBMWP,>Valor frontera M/B,"698718","4287126","30",CHJ
"POINT (741220.000009738 4265304.00001554)","536",JU112,IBMWP,>Valor frontera M/B,"741220","4265304","30",CHJ
"POINT (634331.999976845 4398894.00003838)","537",JU114,IBMWP,>Valor frontera M/B,"634332","4398894","30",CHJ
"POINT (674316.000026238 4398650.00002836)","538",JU115,IBMWP,<Valor frontera M/B,"674316","4398650","30",CHJ
"POINT (661949.00002837 4371543.99997722)","539",JU117,IBMWP,<Valor frontera M/B,"661949","4371544","30",CHJ
"POINT (737844.000019511 4327764.00002014)","540",JU118,IBMWP,<Valor frontera M/B,"737844","4327764","30",CHJ
"POINT (709443.000020439 4323870.00001924)","541",JU119,IBMWP,<Valor frontera M/B,"709443","4323870","30",CHJ
"POINT (717909.999989377 4284742.00003773)","542",JU120,IBMWP,<Valor frontera M/B,"717910","4284742","30",CHJ
"POINT (700468.999976653 4232143.00003161)","543",JU122,IBMWP,<Valor frontera M/B,"700469","4232143","30",CHJ
"POINT (704077.000013473 4437740.00001342)","544",JU125,IBMWP,>Valor frontera M/B,"704077","4437740","30",CHJ
"POINT (713152.999976446 4412968.99999686)","545",JU126,IBMWP,<Valor frontera M/B,"713153","4412969","30",CHJ
"POINT (673760.000046727 4399968.00001042)","546",JU127,IBMWP,<Valor frontera M/B,"673760","4399968","30",CHJ
"POINT (682549.99996998 4386995.00002099)","547",JU128,IBMWP,<Valor frontera M/B,"682550","4386995","30",CHJ
"POINT (658229.000030604 4375816.00002298)","548",JU129,IBMWP,<Valor frontera M/B,"658229","4375816","30",CHJ
"POINT (700789.000024261 4326673.99999552)","549",JU131,IBMWP,>Valor frontera M/B,"700789","4326674","30",CHJ
"POINT (747533.000003124 4283152.99996339)","550",JU134,IBMWP,>Valor frontera M/B,"747533","4283153","30",CHJ
"POINT (706381.000047469 4287902.00003166)","551",JU135,IBMWP,>Valor frontera M/B,"706381","4287902","30",CHJ
"POINT (639891.000033483 4417915.99999588)","552",JU140,IBMWP,>Valor frontera M/B,"639891","4417916","30",CHJ
"POINT (641430.99999506 4356400.00004794)","553",JU141,IBMWP,>Valor frontera M/B,"641431","4356400","30",CHJ
"POINT (671097.999959119 4359926.00003121)","554",JU142,IBMWP,<Valor frontera M/B,"671098","4359926","30",CHJ
"POINT (741890.000045979 4325582.00002821)","555",JU143,IBMWP,>Valor frontera M/B,"741890","4325582","30",CHJ
"POINT (710204.000040233 4266751.00004987)","556",JU147,IBMWP,<Valor frontera M/B,"710204","4266751","30",CHJ
"POINT (765393.000042528 4466177.00004107)","557",JU152,IBMWP,<Valor frontera M/B,"765393","4466177","30",CHJ
"POINT (560794.999956389 4411466.00002517)","558",JU153,IBMWP,>Valor frontera M/B,"560795","4411466","30",CHJ
"POINT (669945.999977483 4494961.99997094)","559",JU156,IBMWP,>Valor frontera M/B,"669946","4494962","30",CHJ
"POINT (573625.000022042 4443738.00004323)","560",JU157,IBMWP,>Valor frontera M/B,"573625","4443738","30",CHJ
"POINT (773840.99995754 4507314.99995269)","561",JU160,IBMWP,>Valor frontera M/B,"773841","4507315","30",CHJ
"POINT (682087.999990607 4478049.00001661)","562",JU162,IBMWP,>Valor frontera M/B,"682088","4478049","30",CHJ
"POINT (667833.000000531 4405323.00002654)","563",JU163,IBMWP,>Valor frontera M/B,"667833","4405323","30",CHJ
"POINT (761336.000024659 4303464.00000934)","564",JU164,IBMWP,>Valor frontera M/B,"761336","4303464","30",CHJ
"POINT (653467.00003817 4381056.00004213)","565",JU166,IBMWP,<Valor frontera M/B,"653467","4381056","30",CHJ
"POINT (575896.000022893 4379223.99997197)","566",JU167,IBMWP,>Valor frontera M/B,"575896","4379224","30",CHJ
"POINT (691702.000006554 4347967.99997602)","567",JU169,IBMWP,>Valor frontera M/B,"691702","4347968","30",CHJ
"POINT (723149.999984192 4340441.9999951)","568",JU170,IBMWP,<Valor frontera M/B,"723150","4340442","30",CHJ
"POINT (745707.999997703 4318592.00001352)","569",JU171,IBMWP,<Valor frontera M/B,"745708","4318592","30",CHJ
"POINT (690688.999992022 4265992.00000677)","570",JU172,IBMWP,<Valor frontera M/B,"690689","4265992","30",CHJ
"POINT (700792.999958953 4234922.00003179)","571",JU173,IBMWP,<Valor frontera M/B,"700793","4234922","30",CHJ
"POINT (725620.000029596 4434290.00002562)","572",JU174,IBMWP,>Valor frontera M/B,"725620","4434290","30",CHJ
"POINT (730090.00005097 4342640.99996795)","573",JU175,IBMWP,>Valor frontera M/B,"730090","4342641","30",CHJ
"POINT (734034.999996584 4339867.99999854)","574",JU176,IBMWP,>Valor frontera M/B,"734035","4339868","30",CHJ
"POINT (757450.000031572 4277442.00002082)","575",JU177,IBMWP,>Valor frontera M/B,"757450","4277442","30",CHJ
"POINT (607912.999961747 4332883.99994753)","576",JU178,IBMWP,>Valor frontera M/B,"607913","4332884","30",CHJ
"POINT (628334.00001252 4376557.00003937)","577",JU180,IBMWP,<Valor frontera M/B,"628334","4376557","30",CHJ
"POINT (754325.99996077 4422822.99995685)","578",JU181,IBMWP,<Valor frontera M/B,"754326","4422823","30",CHJ
"POINT (590022.999993351 4336461.00001827)","579",JU182,IBMWP,>Valor frontera M/B,"590023","4336461","30",CHJ
"POINT (707889.999990034 4328541.99996348)","580",JU183,IBMWP,>Valor frontera M/B,"707890","4328542","30",CHJ
"POINT (682541.999957921 4388321.00004497)","581",JU184,IBMWP,>Valor frontera M/B,"682542","4388321","30",CHJ
"POINT (716640.000005385 4322028.00002161)","582",JU185,IBMWP,<Valor frontera M/B,"716640","4322028","30",CHJ
"POINT (578689.999965132 4368491.9999985)","583",JU187,IBMWP,>Valor frontera M/B,"578690","4368492","30",CHJ
"POINT (613754.999999825 4326528.9999571)","584",JU188,IBMWP,<Valor frontera M/B,"613755","4326529","30",CHJ
"POINT (746399.99998937 4427455.00001502)","585",JU189,IBMWP,<Valor frontera M/B,"746400","4427455","30",CHJ
"POINT (703473.000013938 4333246.99995807)","586",JU191,IBMWP,>Valor frontera M/B,"703473","4333247","30",CHJ
"POINT (730405.999967501 4300664.00004449)","587",JU193,IBMWP,<Valor frontera M/B,"730406","4300664","30",CHJ
"POINT (695690.000007251 4358915.9999563)","588",JU194,IBMWP,<Valor frontera M/B,"695690","4358916","30",CHJ
"POINT (726755.000007792 4363778.99998212)","589",JU195,IBMWP,<Valor frontera M/B,"726755","4363779","30",CHJ
"POINT (687377.999976969 4357032.00002931)","590",JU196,IBMWP,>Valor frontera M/B,"687378","4357032","30",CHJ
"POINT (722938.000003395 4366541.00002798)","591",JU197,IBMWP,<Valor frontera M/B,"722938","4366541","30",CHJ
"POINT (689086.999976855 4397385.00000829)","592",JU304,IBMWP,<Valor frontera M/B,"689087","4397385","30",CHJ
"POINT (747942.000034716 4433938.99996848)","593",JU306,IBMWP,>Valor frontera M/B,"747942","4433939","30",CHJ
"POINT (703944.999972236 4321062.99996054)","594",JU321,IBMWP,<Valor frontera M/B,"703945","4321063","30",CHJ
"POINT (567831.000010895 4436481.99996472)","595",JU322,IBMWP,>Valor frontera M/B,"567831","4436482","30",CHJ
"POINT (604640.99999782 4397301.99998646)","596",JU326,IBMWP,>Valor frontera M/B,"604641","4397302","30",CHJ
"POINT (572971.000030711 4435162.00003615)","597",JU333,IBMWP,<Valor frontera M/B,"572971","4435162","30",CHJ
"POINT (568812.999997884 4429404.9999788)","598",JU336,IBMWP,>Valor frontera M/B,"568813","4429405","30",CHJ
"POINT (654415.99999745 4454734.00001484)","599",JU390,IBMWP,>Valor frontera M/B,"654416","4454734","30",CHJ
"POINT (716923.99998036 4307318.00001503)","600",JU404,IBMWP,<Valor frontera M/B,"716924","4307318","30",CHJ
"POINT (717492.000014638 4336879.00004104)","601",JU405,IBMWP,<Valor frontera M/B,"717492","4336879","30",CHJ
"POINT (726506.999991987 4342379.99998077)","602",JU406,IBMWP,>Valor frontera M/B,"726507","4342380","30",CHJ
"POINT (752776.999994744 4283078.00002612)","603",JU408,IBMWP,>Valor frontera M/B,"752777","4283078","30",CHJ
"POINT (579959.000014565 4370672.00000301)","604",JU411,IBMWP,>Valor frontera M/B,"579959","4370672","30",CHJ
"POINT (657514.999980323 4442062.0000287)","605",JU415,IBMWP,>Valor frontera M/B,"657515","4442062","30",CHJ
"POINT (574148.999953981 4406737.99997394)","606",JU422,IBMWP,<Valor frontera M/B,"574149","4406738","30",CHJ
"POINT (572981.000000079 4406719.00004455)","607",JU423,IBMWP,>Valor frontera M/B,"572981","4406719","30",CHJ
"POINT (704883.000013932 4373058.99997298)","608",JU424,IBMWP,<Valor frontera M/B,"704883","4373059","30",CHJ
"POINT (648264.99999279 4362622.99995197)","609",JU427,IBMWP,<Valor frontera M/B,"648265","4362623","30",CHJ
"POINT (617633.999963625 4435887.99995633)","610",JU438,IBMWP,>Valor frontera M/B,"617634","4435888","30",CHJ
"POINT (717435.000009961 4437130.00002746)","611",JU457,IBMWP,<Valor frontera M/B,"717435","4437130","30",CHJ
"POINT (624432.999999161 4428869.0000421)","612",JU458,IBMWP,>Valor frontera M/B,"624433","4428869","30",CHJ
"POINT (664201.999953277 4347470.99997703)","613",JU459,IBMWP,>Valor frontera M/B,"664202","4347471","30",CHJ
"POINT (752349.000011761 4282473.9999909)","614",JU460,IBMWP,>Valor frontera M/B,"752349","4282474","30",CHJ
"POINT (655886.999986732 4457325.99996629)","615",JU461,IBMWP,<Valor frontera M/B,"655887","4457326","30",CHJ
"POINT (709059.999970724 4327791.99995649)","616",JU462,IBMWP,>Valor frontera M/B,"709060","4327792","30",CHJ
"POINT (720725.000022884 4362066.99997408)","617",JU464,IBMWP,>Valor frontera M/B,"720725","4362067","30",CHJ
"POINT (755537.000015353 4304749.00002091)","618",JU465,IBMWP,>Valor frontera M/B,"755537","4304749","30",CHJ
"POINT (623454.000027257 4427022.00002626)","619",JU468,IBMWP,>Valor frontera M/B,"623454","4427022","30",CHJ
"POINT (685517.999972265 4453065.99999575)","620",JU497,IBMWP,>Valor frontera M/B,"685518","4453066","30",CHJ
"POINT (640135.999996763 4451733.99995372)","621",JU498,IBMWP,>Valor frontera M/B,"640136","4451734","30",CHJ
"POINT (777136.999951894 4503290.9999942)","622",JU502,IBMWP,>Valor frontera M/B,"777137","4503291","30",CHJ
"POINT (725849.999990541 4433977.00002069)","623",JU503,IBMWP,>Valor frontera M/B,"725850","4433977","30",CHJ
"POINT (692493.000017212 4462455.00000634)","624",JU505,IBMWP,>Valor frontera M/B,"692493","4462455","30",CHJ
"POINT (690819.000009747 4447418.99995846)","625",JU506,IBMWP,>Valor frontera M/B,"690819","4447419","30",CHJ
"POINT (697252.000016569 4452415.00000684)","626",JU507,IBMWP,<Valor frontera M/B,"697252","4452415","30",CHJ
"POINT (712783.999998239 4440329.99995096)","627",JU508,IBMWP,<Valor frontera M/B,"712784","4440330","30",CHJ
"POINT (737381.999955117 4430012.00003524)","628",JU510,IBMWP,<Valor frontera M/B,"737382","4430012","30",CHJ
"POINT (633580.000049535 4476925.0000028)","629",JU513,IBMWP,>Valor frontera M/B,"633580","4476925","30",CHJ
"POINT (582552.999974615 4435808.99998576)","630",JU520,IBMWP,>Valor frontera M/B,"582553","4435809","30",CHJ
"POINT (573181.000006883 4436542.00002895)","631",JU521,IBMWP,>Valor frontera M/B,"573181","4436542","30",CHJ
"POINT (601075.999972386 4430597.9999485)","632",JU523,IBMWP,>Valor frontera M/B,"601076","4430598","30",CHJ
"POINT (718637.999973698 4308870.99998656)","633",JU525,IBMWP,<Valor frontera M/B,"718638","4308871","30",CHJ
"POINT (707950.000024713 4316920.99995167)","634",JU526,IBMWP,<Valor frontera M/B,"707950","4316921","30",CHJ
"POINT (647504.000031749 4379967.00001776)","635",JU529,IBMWP,<Valor frontera M/B,"647504","4379967","30",CHJ
"POINT (755407.000006088 4304609.00003254)","636",JU532,IBMWP,>Valor frontera M/B,"755407","4304609","30",CHJ
"POINT (746719.000012306 4283551.99995144)","637",JU536,IBMWP,>Valor frontera M/B,"746719","4283552","30",CHJ
"POINT (752430.000018053 4283080.99997488)","638",JU538,IBMWP,>Valor frontera M/B,"752430","4283081","30",CHJ
"POINT (737760.999964799 4269038.99999453)","639",JU539,IBMWP,>Valor frontera M/B,"737761","4269039","30",CHJ
"POINT (714259.999997664 4263253.99998707)","640",JU540,IBMWP,>Valor frontera M/B,"714260","4263254","30",CHJ
"POINT (722099.000012851 4257709.9999586)","641",JU541,IBMWP,<Valor frontera M/B,"722099","4257710","30",CHJ
"POINT (748970.000014851 4426732.00004783)","642",JU547,IBMWP,<Valor frontera M/B,"748970","4426732","30",CHJ
"POINT (578641.999965618 4444619.00004555)","643",JU573,IBMWP,>Valor frontera M/B,"578642","4444619","30",CHJ
"POINT (583931.000028245 4421659.00002818)","644",JU575,IBMWP,<Valor frontera M/B,"583931","4421659","30",CHJ
"POINT (637159.000034634 4347337.99998815)","645",JU581,IBMWP,<Valor frontera M/B,"637159","4347338","30",CHJ
"POINT (574702.999994723 4436977.00002009)","646",JU599,IBMWP,>Valor frontera M/B,"574703","4436977","30",CHJ
"POINT (653263.000026455 4360268.99997673)","647",JU602,IBMWP,<Valor frontera M/B,"653263","4360269","30",CHJ
"POINT (665658.999977832 4340279.00002524)","648",JU608,IBMWP,>Valor frontera M/B,"665659","4340279","30",CHJ
"POINT (556789.999970156 4698187.99995642)","649",EBR0090,IBMWP,>Valor frontera M/B,"556790","4698188","30",CHE
"POINT (558783.99995353 4719018.99999952)","650",EBR0091,IBMWP,<Valor frontera M/B,"558784","4719019","30",CHE
"POINT (612488.000015892 4703464.99997133)","651",EBR0094,IBMWP,>Valor frontera M/B,"612488","4703465","30",CHE
"POINT (603381.999955287 4725177.99998312)","652",EBR0095,IBMWP,<Valor frontera M/B,"603382","4725178","30",CHE
"POINT (594283.000021295 4721074.99996549)","653",EBR0096,IBMWP,>Valor frontera M/B,"594283","4721075","30",CHE
"POINT (602935.999966833 4670789.9999958)","654",EBR0097,IBMWP,<Valor frontera M/B,"602936","4670790","30",CHE
"POINT (628543.000034738 4634903.00004229)","655",EBR0099,IBMWP,>Valor frontera M/B,"628543","4634903","30",CHE
"POINT (653376.99997315 4684716.00003278)","656",EBR0100,IBMWP,>Valor frontera M/B,"653377","4684716","30",CHE
"POINT (661601.99998481 4664125.99995161)","657",EBR0103,IBMWP,>Valor frontera M/B,"661602","4664126","30",CHE
"POINT (650416.000046231 4660982.99999836)","658",EBR0104,IBMWP,>Valor frontera M/B,"650416","4660983","30",CHE
"POINT (642717.99995521 4669162.00001011)","659",EBR0105,IBMWP,<Valor frontera M/B,"642718","4669162","30",CHE
"POINT (645016.999964812 4645621.00001516)","660",EBR0106,IBMWP,<Valor frontera M/B,"645017","4645621","30",CHE
"POINT (607137.999961301 4575057.99999884)","661",EBR0108,IBMWP,>Valor frontera M/B,"607138","4575058","30",CHE
"POINT (615280.999998964 4572326.0000061)","662",EBR0109,IBMWP,<Valor frontera M/B,"615281","4572326","30",CHE
"POINT (620448.999970396 4598892.00003072)","663",EBR0110,IBMWP,>Valor frontera M/B,"620449","4598892","30",CHE
"POINT (632046.000014448 4580856.00002589)","664",EBR0113,IBMWP,>Valor frontera M/B,"632046","4580856","30",CHE
"POINT (668649.999983466 4601488.00000307)","665",EBR0115,IBMWP,<Valor frontera M/B,"668650","4601488","30",CHE
"POINT (688154.000003938 4683299.99996707)","666",EBR0116,IBMWP,<Valor frontera M/B,"688154","4683300","30",CHE
