WKT,OBJECTID,COD_ESTACI,COD_METRIC,MínDeVALO,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (147326.803858384 4821284.36533821)","232",D_278,METI,>Valor frontera M/B,"632722","4813354","29",GC
"POINT (38913.4325805542 4800851.80346301)","233",D_283,METI,<Valor frontera M/B,"526267","4785235","29",GC
"POINT (3590.41532981163 4768615.90802503)","234",D_292,METI,>Valor frontera M/B,"493434","4750651","29",GC
"POINT (134918.765204277 4818318.9347071)","235",D_315,METI,>Valor frontera M/B,"620576","4809508","29",GC
"POINT (61543.0227869846 4785842.59064662)","236",D_318,METI,>Valor frontera M/B,"549856","4771919","29",GC
"POINT (58821.8064932189 4780181.1790571)","237",D_322,METI,<Valor frontera M/B,"547552","4766091","29",GC
"POINT (81320.1272779764 4765939.4799542)","238",D_326,METI,>Valor frontera M/B,"570958","4753521","29",GC
"POINT (20332.35755744 4768618.2937208)","239",D_327,METI,>Valor frontera M/B,"510085","4751845","29",GC
"POINT (66262.5100380199 4771717.39187168)","240",D_341,METI,>Valor frontera M/B,"555560","4758199","29",GC
"POINT (48729.9161647544 4755775.54133095)","241",D_367,METI,>Valor frontera M/B,"539248","4741088","29",GC
"POINT (118119.279432147 4852817.59238392)","242",D_381,METI,<Valor frontera M/B,"601360","4842652","29",GC
"POINT (29901.1430304311 4726461.73705898)","243",D_382,METI,<Valor frontera M/B,"522593","4710590","29",GC
"POINT (55425.3788529877 4810382.69342806)","244",D_408,METI,<Valor frontera M/B,"542012","4795900","29",GC
"POINT (72533.2907235982 4733494.29692598)","245",D_428,METI,>Valor frontera M/B,"564516","4720603","29",GC
"POINT (67031.1393809756 4808725.53771785)","246",D_504,METI,<Valor frontera M/B,"553680","4795083","29",GC
"POINT (75757.9279253472 4807517.0593549)","247",D_505,METI,<Valor frontera M/B,"562451","4794506","29",GC
"POINT (44641.8781445333 4761222.30257343)","248",D_517,METI,>Valor frontera M/B,"534793","4746217","29",GC
"POINT (5146.18062361394 4731408.4280711)","249",D_527,METI,>Valor frontera M/B,"497621","4713760","29",GC
"POINT (65487.1962658931 4748066.7244018)","250",D_543,METI,>Valor frontera M/B,"556470","4734607","29",GC
"POINT (27359.1746289663 4752100.43299101)","251",D_557,METI,<Valor frontera M/B,"518248","4735914","29",GC
"POINT (59546.859682974 4782303.86587076)","252",D_589,METI,<Valor frontera M/B,"548122","4768255","29",GC
"POINT (104457.164177655 4849617.99084369)","253",D_626,METI,>Valor frontera M/B,"587989","4838479","29",GC
"POINT (21994.1145676524 4715206.24430112)","254",D_641,METI,<Valor frontera M/B,"515522","4698835","29",GC
"POINT (74807.3631072602 4799253.22018583)","255",D_700,METI,>Valor frontera M/B,"562097","4786213","29",GC
"POINT (56429.1379572803 4719709.49728984)","256",R_ALFO,METI,>Valor frontera M/B,"549464","4705746","29",GC
"POINT (81899.1589489479 4814144.48893825)","257",R_BAXO,METI,>Valor frontera M/B,"568088","4801543","29",GC
"POINT (65018.9816715384 4728753.11678826)","258",R_CAST,METI,>Valor frontera M/B,"557373","4715353","29",GC
"POINT (70648.9032316212 4728146.95611527)","259",R_DEZ1,METI,>Valor frontera M/B,"563019","4715148","29",GC
"POINT (68934.9143369806 4727625.73071928)","260",R_GROV,METI,>Valor frontera M/B,"561350","4714508","29",GC
"POINT (132979.264258869 4821848.99825357)","261",R_PEDR,METI,>Valor frontera M/B,"618391","4812884","29",GC
"POINT (120156.545309737 4829041.61694574)","262",R_SORR,METI,>Valor frontera M/B,"605104","4819124","29",GC
"POINT (62471.7464389952 4755888.60732512)","263",D_1612,METI,<Valor frontera M/B,"552914","4742177","29",GC
"POINT (482840.000048235 4564593.9999575)","264",TA43204001,IBMWP,>Valor frontera M/B,"482840","4564594","30",CHT
"POINT (471310.999971361 4540732.00004104)","265",TA45905004,IBMWP,>Valor frontera M/B,"471311","4540732","30",CHT
"POINT (499760.000048453 4550630.00002087)","266",TA46004005,IBMWP,>Valor frontera M/B,"499760","4550630","30",CHT
"POINT (522467.999959242 4556598.99995682)","267",TA46104005,IBMWP,>Valor frontera M/B,"522468","4556599","30",CHT
"POINT (468098.999995524 4524618.00001759)","268",TA48505005,IBMWP,>Valor frontera M/B,"468099","4524618","30",CHT
"POINT (488067.000024598 4521530.00003819)","269",TA48604001,IBMWP,>Valor frontera M/B,"488067","4521530","30",CHT
"POINT (490146.999985154 4520942.99996648)","270",TA48604004,IBMWP,>Valor frontera M/B,"490147","4520943","30",CHT
"POINT (502622.999983478 4531443.00001939)","271",TA48604005,IBMWP,>Valor frontera M/B,"502623","4531443","30",CHT
"POINT (505086.000004873 4530520.00000278)","272",TA48604007,IBMWP,<Valor frontera M/B,"505086","4530520","30",CHT
"POINT (514619.000014931 4534746.99997874)","273",TA48704002,IBMWP,<Valor frontera M/B,"514619","4534747","30",CHT
"POINT (448301.999998926 4505052.99996706)","274",TA50905002,IBMWP,<Valor frontera M/B,"448302","4505053","30",CHT
"POINT (482085.000031807 4507803.9999634)","275",TA51004001,IBMWP,<Valor frontera M/B,"482085","4507804","30",CHT
"POINT (495496.999958497 4516857.99995193)","276",TA51104001,IBMWP,<Valor frontera M/B,"495497","4516858","30",CHT
"POINT (488895.000024989 4517336.99998095)","277",TA51104003,IBMWP,>Valor frontera M/B,"488895","4517337","30",CHT
"POINT (531024.999986614 4511152.99997244)","278",TA51201005,IBMWP,<Valor frontera M/B,"531025","4511153","30",CHT
"POINT (526138.999983713 4503053.00001773)","279",TA51201006,IBMWP,<Valor frontera M/B,"526139","4503053","30",CHT
"POINT (550562.999981171 4503529.99995153)","280",TA51301003,IBMWP,<Valor frontera M/B,"550563","4503530","30",CHT
"POINT (596278.000008555 4518603.99996292)","281",TA51401001,IBMWP,<Valor frontera M/B,"596278","4518604","30",CHT
"POINT (587361.999975925 4503745.99995954)","282",TA51401003,IBMWP,>Valor frontera M/B,"587362","4503746","30",CHT
"POINT (367736.99995777 4487102.00003356)","283",TA53107001,IBMWP,<Valor frontera M/B,"367737","4487102","30",CHT
"POINT (424809.999997066 4491265.0000422)","284",TA53305001,IBMWP,<Valor frontera M/B,"424810","4491265","30",CHT
"POINT (406933.999972073 4492973.00003817)","285",TA53306004,IBMWP,<Valor frontera M/B,"406934","4492973","30",CHT
"POINT (414945.0000032 4497949.00000064)","286",TA53306005,IBMWP,<Valor frontera M/B,"414945","4497949","30",CHT
"POINT (407105.999989816 4500997.99996005)","287",TA53306006,IBMWP,<Valor frontera M/B,"407106","4500998","30",CHT
"POINT (420349.000016261 4484619.00002915)","288",TA53306007,IBMWP,<Valor frontera M/B,"420349","4484619","30",CHT
"POINT (432951.000002763 4486990.99996824)","289",TA53405001,IBMWP,<Valor frontera M/B,"432951","4486991","30",CHT
"POINT (451773.999960464 4492596.99996386)","290",TA53405003,IBMWP,>Valor frontera M/B,"451774","4492597","30",CHT
"POINT (431677.999950945 4500110.00002981)","291",TA53405004,IBMWP,>Valor frontera M/B,"431678","4500110","30",CHT
"POINT (446674.99998252 4494312.99997304)","292",TA53405006,IBMWP,>Valor frontera M/B,"446675","4494313","30",CHT
"POINT (476288.999976625 4486522.9999522)","293",TA53504004,IBMWP,<Valor frontera M/B,"476289","4486523","30",CHT
"POINT (467817.999998251 4486280.00000245)","294",TA53504007,IBMWP,<Valor frontera M/B,"467818","4486280","30",CHT
"POINT (499364.999995598 4491534.00001818)","295",TA53603002,IBMWP,<Valor frontera M/B,"499365","4491534","30",CHT
"POINT (502333.999985777 4492073.99996601)","296",TA53603003,IBMWP,>Valor frontera M/B,"502334","4492074","30",CHT
"POINT (540306.999951373 4483905.00002444)","297",TA53701001,IBMWP,<Valor frontera M/B,"540307","4483905","30",CHT
"POINT (571953.999993248 4486644.99998612)","298",TA53901003,IBMWP,>Valor frontera M/B,"571954","4486645","30",CHT
"POINT (258174.000018022 4472758.99995399)","299",TA55310004,IBMWP,>Valor frontera M/B,"258174","4472759","30",CHT
"POINT (362115.000011104 4478085.00003863)","300",TA55607007,IBMWP,>Valor frontera M/B,"362115","4478085","30",CHT
"POINT (382803.000025246 4407555.99995575)","301",TA55608008,IBMWP,>Valor frontera M/B,"382803","4407556","30",CHT
"POINT (382087.999975328 4479769.00003072)","302",TA55707007,IBMWP,>Valor frontera M/B,"382088","4479769","30",CHT
"POINT (387906.999958831 4473978.9999666)","303",TA55707012,IBMWP,>Valor frontera M/B,"387907","4473979","30",CHT
"POINT (418962.000004236 4477143.0000252)","304",TA55806001,IBMWP,<Valor frontera M/B,"418962","4477143","30",CHT
"POINT (420658.999968266 4480536.00001641)","305",TA55806002,IBMWP,<Valor frontera M/B,"420659","4480536","30",CHT
"POINT (406829.000023399 4476519.00003053)","306",TA55807001,IBMWP,>Valor frontera M/B,"406829","4476519","30",CHT
"POINT (442123.00002083 4467981.99995681)","307",TA55905003,IBMWP,<Valor frontera M/B,"442123","4467982","30",CHT
"POINT (455343.000015398 4476288.00001366)","308",TA55905004,IBMWP,<Valor frontera M/B,"455343","4476288","30",CHT
"POINT (464245.000033867 4478886.00003867)","309",TA56004002,IBMWP,<Valor frontera M/B,"464245","4478886","30",CHT
"POINT (456763.999987084 4471759.99998582)","310",TA56005001,IBMWP,<Valor frontera M/B,"456764","4471760","30",CHT
"POINT (463114.999998083 4471543.00000824)","311",TA56005002,IBMWP,<Valor frontera M/B,"463115","4471543","30",CHT
"POINT (507311.000002626 4470173.00000965)","312",TA56102001,IBMWP,>Valor frontera M/B,"507311","4470173","30",CHT
"POINT (531591.00000222 4472269.00001448)","313",TA56201006,IBMWP,<Valor frontera M/B,"531591","4472269","30",CHT
"POINT (557165.999993868 4475091.99995022)","314",TA56301004,IBMWP,>Valor frontera M/B,"557166","4475092","30",CHT
"POINT (551635.000046148 4479711.99997101)","315",TA56301005,IBMWP,>Valor frontera M/B,"551635","4479712","30",CHT
"POINT (185494.999956932 4454290.00004225)","316",TA57311002,IBMWP,>Valor frontera M/B,"185495","4454290","30",CHT
"POINT (188397.999961384 4454531.00000486)","317",TA57311005,IBMWP,>Valor frontera M/B,"188398","4454531","30",CHT
"POINT (243997.000030955 4456015.00001243)","318",TA57510003,IBMWP,>Valor frontera M/B,"243997","4456015","30",CHT
"POINT (266635.999961063 4456436.00002128)","319",TA57610001,IBMWP,>Valor frontera M/B,"266636","4456436","30",CHT
"POINT (326977.000006252 4454402.00003774)","320",TA57809002,IBMWP,>Valor frontera M/B,"326977","4454402","30",CHT
"POINT (322263.999951079 4450201.00002852)","321",TA57809003,IBMWP,>Valor frontera M/B,"322264","4450201","30",CHT
"POINT (335342.999995869 4453668.99998061)","322",TA57809005,IBMWP,>Valor frontera M/B,"335343","4453669","30",CHT
"POINT (358146.000013399 4459561.9999834)","323",TA57908001,IBMWP,>Valor frontera M/B,"358146","4459562","30",CHT
"POINT (351457.000036727 4452269.00000989)","324",TA57909002,IBMWP,>Valor frontera M/B,"351457","4452269","30",CHT
"POINT (346237.999982361 4454608.00004241)","325",TA57909005,IBMWP,>Valor frontera M/B,"346238","4454608","30",CHT
"POINT (397720.99997522 4464692.00003306)","326",TA58007003,IBMWP,>Valor frontera M/B,"397721","4464692","30",CHT
"POINT (397143.999958059 4464077.99995463)","327",TA58007013,IBMWP,>Valor frontera M/B,"397144","4464078","30",CHT
"POINT (380544.000047022 4450193.0000179)","328",TA58007014,IBMWP,>Valor frontera M/B,"380544","4450193","30",CHT
"POINT (419528.000026167 4452601.99999627)","329",TA58106001,IBMWP,<Valor frontera M/B,"419528","4452602","30",CHT
"POINT (420111.999970596 4462638.99995833)","330",TA58106002,IBMWP,<Valor frontera M/B,"420112","4462639","30",CHT
"POINT (422948.000012335 4459182.99996411)","331",TA58106003,IBMWP,<Valor frontera M/B,"422948","4459183","30",CHT
"POINT (449198.999952737 4461632.00000434)","332",TA58205001,IBMWP,<Valor frontera M/B,"449199","4461632","30",CHT
"POINT (454123.999987675 4453742.99998337)","333",TA58205004,IBMWP,<Valor frontera M/B,"454124","4453743","30",CHT
"POINT (508728.000046077 4464788.99998718)","334",TA58402004,IBMWP,<Valor frontera M/B,"508728","4464789","30",CHT
"POINT (526505.000034546 4446716.00001199)","335",TA58501001,IBMWP,<Valor frontera M/B,"526505","4446716","30",CHT
"POINT (529799.999962707 4463248.00004688)","336",TA58501002,IBMWP,<Valor frontera M/B,"529800","4463248","30",CHT
"POINT (520058.999983657 4455057.99997533)","337",TA58501003,IBMWP,<Valor frontera M/B,"520059","4455058","30",CHT
"POINT (157435.000028627 4451519.99999098)","338",TA59512001,IBMWP,>Valor frontera M/B,"157435","4451520","30",CHT
"POINT (163248.000007735 4447664.99998531)","339",TA59512002,IBMWP,>Valor frontera M/B,"163248","4447665","30",CHT
"POINT (191148.000025953 4437650.00005112)","340",TA59611003,IBMWP,>Valor frontera M/B,"191148","4437650","30",CHT
"POINT (184535.000001444 4435847.99998317)","341",TA59611004,IBMWP,<Valor frontera M/B,"184535","4435848","30",CHT
"POINT (190097.000046088 4440575.9999779)","342",TA59611008,IBMWP,<Valor frontera M/B,"190097","4440576","30",CHT
"POINT (219291.999966392 4441899.99997575)","343",TA59710005,IBMWP,>Valor frontera M/B,"219292","4441900","30",CHT
"POINT (226285.00002481 4437777.99996782)","344",TA59710007,IBMWP,<Valor frontera M/B,"226285","4437778","30",CHT
"POINT (210347.99999718 4434424.99998048)","345",TA59710008,IBMWP,>Valor frontera M/B,"210348","4434425","30",CHT
"POINT (251151.000007058 4432817.0000466)","346",TA59809001,IBMWP,>Valor frontera M/B,"251151","4432817","30",CHT
"POINT (238074.000007622 4436378.00000034)","347",TA59810009,IBMWP,<Valor frontera M/B,"238074","4436378","30",CHT
"POINT (232807.999965951 4440247.99999402)","348",TA59810011,IBMWP,>Valor frontera M/B,"232808","4440248","30",CHT
"POINT (276945.000043177 4433529.00000283)","349",TA59909007,IBMWP,>Valor frontera M/B,"276945","4433529","30",CHT
"POINT (278334.999997196 4433318.9999573)","350",TA59909009,IBMWP,<Valor frontera M/B,"278335","4433319","30",CHT
"POINT (279913.999997314 4435480.99995854)","351",TA59909010,IBMWP,>Valor frontera M/B,"279914","4435481","30",CHT
"POINT (268196.000051681 4431550.99997106)","352",TA59909012,IBMWP,>Valor frontera M/B,"268196","4431551","30",CHT
"POINT (277550.000045464 4436039.00002821)","353",TA59909076,IBMWP,>Valor frontera M/B,"277550","4436039","30",CHT
"POINT (290301.999982499 4439877.00001606)","354",TA60009009,IBMWP,>Valor frontera M/B,"290302","4439877","30",CHT
"POINT (286513.999976703 4435564.999974)","355",TA60009098,IBMWP,<Valor frontera M/B,"286514","4435565","30",CHT
"POINT (309336.000015948 4448964.99995299)","356",TA60009999,IBMWP,>Valor frontera M/B,"309336","4448965","30",CHT
"POINT (328225.99998625 4447368.99999525)","357",TA60109004,IBMWP,>Valor frontera M/B,"328226","4447369","30",CHT
"POINT (315940.00001624 4436047.00004986)","358",TA60109006,IBMWP,>Valor frontera M/B,"315940","4436047","30",CHT
"POINT (352120.00002131 4429751.99998753)","359",TA60207011,IBMWP,<Valor frontera M/B,"352120","4429752","30",CHT
"POINT (374511.000034871 4436363.00002506)","360",TA60307005,IBMWP,<Valor frontera M/B,"374511","4436363","30",CHT
"POINT (371730.000017278 4431435.00003278)","361",TA60307006,IBMWP,<Valor frontera M/B,"371730","4431435","30",CHT
"POINT (443484.000044868 4432071.00002025)","362",TA60502001,IBMWP,<Valor frontera M/B,"443484","4432071","30",CHT
"POINT (452121.000029894 4432817.99999308)","363",TA60502004,IBMWP,<Valor frontera M/B,"452121","4432818","30",CHT
"POINT (451092.99999363 4442459.00001092)","364",TA60503005,IBMWP,<Valor frontera M/B,"451093","4442459","30",CHT
"POINT (448136.999971558 4437334.9999681)","365",TA60505003,IBMWP,<Valor frontera M/B,"448137","4437335","30",CHT
"POINT (496072.999968839 4436696.99997357)","366",TA60702002,IBMWP,<Valor frontera M/B,"496073","4436697","30",CHT
"POINT (498648.9999671 4441783.99998941)","367",TA60702003,IBMWP,<Valor frontera M/B,"498649","4441784","30",CHT
"POINT (198695.000019643 4431481.00004031)","368",TA62110005,IBMWP,<Valor frontera M/B,"198695","4431481","30",CHT
"POINT (207551.99998113 4424272.00002727)","369",TA62210002,IBMWP,<Valor frontera M/B,"207552","4424272","30",CHT
"POINT (221518.00002491 4428046.99996114)","370",TA62210003,IBMWP,<Valor frontera M/B,"221518","4428047","30",CHT
"POINT (216489.000051584 4424865.99995771)","371",TA62210009,IBMWP,<Valor frontera M/B,"216489","4424866","30",CHT
"POINT (253657.000005182 4421788.99999003)","372",TA62309004,IBMWP,>Valor frontera M/B,"253657","4421789","30",CHT
"POINT (241726.000004189 4426898.99996391)","373",TA62309006,IBMWP,<Valor frontera M/B,"241726","4426899","30",CHT
"POINT (271550.999975302 4426882.00000567)","374",TA62409001,IBMWP,<Valor frontera M/B,"271551","4426882","30",CHT
"POINT (290045.000028516 4429498.00000193)","375",TA62509001,IBMWP,<Valor frontera M/B,"290045","4429498","30",CHT
"POINT (286530.999950071 4424837.00002224)","376",TA62509003,IBMWP,<Valor frontera M/B,"286531","4424837","30",CHT
"POINT (313625.99994954 4429041.00001117)","377",TA62609001,IBMWP,>Valor frontera M/B,"313626","4429041","30",CHT
"POINT (344987.99995866 4424189.99996836)","378",TA62708006,IBMWP,<Valor frontera M/B,"344988","4424190","30",CHT
"POINT (362497.000019044 4416620.00001457)","379",TA62708007,IBMWP,>Valor frontera M/B,"362497","4416620","30",CHT
"POINT (364743.000009997 4420877.00004114)","380",TA62708008,IBMWP,<Valor frontera M/B,"364743","4420877","30",CHT
"POINT (397617.000011734 4413244.9999704)","381",TA62808001,IBMWP,<Valor frontera M/B,"397617","4413245","30",CHT
"POINT (411552.000003283 4427537.00001522)","382",TA62906004,IBMWP,<Valor frontera M/B,"411552","4427537","30",CHT
"POINT (403810.000000822 4426122.99999421)","383",TA62906006,IBMWP,<Valor frontera M/B,"403810","4426123","30",CHT
"POINT (425719.000014648 4417954.99999193)","384",TA62908001,IBMWP,<Valor frontera M/B,"425719","4417955","30",CHT
"POINT (411372.9999641 4412591.99997923)","385",TA62908005,IBMWP,<Valor frontera M/B,"411373","4412592","30",CHT
"POINT (429045.999965105 4423150.99994852)","386",TA63002001,IBMWP,<Valor frontera M/B,"429046","4423151","30",CHT
"POINT (437554.999981223 4414545.000014)","387",TA63008002,IBMWP,<Valor frontera M/B,"437555","4414545","30",CHT
"POINT (159178.999955733 4415067.00003973)","388",TA64812003,IBMWP,>Valor frontera M/B,"159179","4415067","30",CHT
"POINT (156667.000031094 4402442.99997444)","389",TA64812006,IBMWP,>Valor frontera M/B,"156667","4402443","30",CHT
"POINT (186041.999969275 4413176.00002178)","390",TA64912001,IBMWP,>Valor frontera M/B,"186042","4413176","30",CHT
"POINT (240989.999978999 4410289.99998257)","391",TA65112002,IBMWP,>Valor frontera M/B,"240990","4410290","30",CHT
"POINT (274835.999968189 4402273.9999813)","392",TA65212005,IBMWP,>Valor frontera M/B,"274836","4402274","30",CHT
"POINT (292720.999970483 4400507.9999769)","393",TA65312006,IBMWP,>Valor frontera M/B,"292721","4400508","30",CHT
"POINT (314310.999981556 4407809.00003967)","394",TA65412001,IBMWP,<Valor frontera M/B,"314311","4407809","30",CHT
"POINT (379980.999994642 4410031.00004313)","395",TA65608002,IBMWP,<Valor frontera M/B,"379981","4410031","30",CHT
"POINT (406385.99996634 4408307.00000658)","396",TA65708002,IBMWP,<Valor frontera M/B,"406386","4408307","30",CHT
